id,start_pos,end_pos,surface,type,wb_id,alias
https://digitalzibaldone.net/node/p2825_1,17,24,Honorii,PER,Q159798,Onorio
https://digitalzibaldone.net/node/p2825_1,106,117,Fortunatius,PER,Q44934,Venanzio Fortunato
https://digitalzibaldone.net/node/p2825_1,119,131,natione Afer,PER,NIL,
https://digitalzibaldone.net/node/p2825_1,219,228,Hieronymo,PER,Q44248,San Girolamo
https://digitalzibaldone.net/node/p2825_1,298,307,Evangelia,PER,NIL,
https://digitalzibaldone.net/node/p2825_1,469,493,C. Christianus Falsterus,PER,Q1779662,Christian Falster
https://digitalzibaldone.net/node/p2825_1,497,509,Gellii XIII.,PER,Q294800,Aulo Gellio
https://digitalzibaldone.net/node/p2825_1,557,572,De Fortunatiano,PER,Q17294873,Consulto Fortunaziano
https://digitalzibaldone.net/node/p2825_1,585,592,Arianos,LOC,NIL,
https://digitalzibaldone.net/node/p2825_1,714,720,Mansii,PER,NIL,
https://digitalzibaldone.net/node/p2825_1,722,728,Patav.,PER,NIL,
https://digitalzibaldone.net/node/p2825_1,767,780,Fortunatianus,PER,Q17294873,Consulto Fortunaziano
https://digitalzibaldone.net/node/p2825_2,388,396,Eustazio,PER,Q1410648,Eustazio
https://digitalzibaldone.net/node/p2825_2,535,543,Epifanio,PER,Q655381,Epifanio di Pavia
https://digitalzibaldone.net/node/p2825_2,577,582,Scinà,PER,Q21587611,Giacomo de' Rossi
https://digitalzibaldone.net/node/p2828_1,620,627,Libanio,PER,Q263892,Libanio
https://digitalzibaldone.net/node/p2828_1,629,635,Imerio,PER,Q1406282,Imerio
https://digitalzibaldone.net/node/p2828_1,637,644,Coricio,PER,Q483783,Lucio Cornelio Silla
https://digitalzibaldone.net/node/p2829_1,1373,1386,Chateaubriand,PER,Q49767,François-René de Chateaubriand
https://digitalzibaldone.net/node/p2835_2,0,7,Emptito,PER,NIL,
https://digitalzibaldone.net/node/p2835_2,82,88,Plauto,PER,Q47160,Tito Maccio Plauto
https://digitalzibaldone.net/node/p2836_2,3220,3228,Petrarca,PER,Q1401,Francesco Petrarca
https://digitalzibaldone.net/node/p2836_2,3356,3364,Petrarca,PER,Q1401,Francesco Petrarca
https://digitalzibaldone.net/node/p2836_2,3967,3976,Boccaccio,PER,Q1402,Giovanni Boccaccio
https://digitalzibaldone.net/node/p2836_2,4133,4141,Petrarca,PER,Q1401,Francesco Petrarca
https://digitalzibaldone.net/node/p2836_2,4186,4194,Petrarca,PER,Q1401,Francesco Petrarca
https://digitalzibaldone.net/node/p2836_2,4926,4930,Caro,PER,Q163900,Francesco Saverio
https://digitalzibaldone.net/node/p2840_1,919,924,Ennio,PER,Q47130,Quinto Ennio
https://digitalzibaldone.net/node/p2840_1,972,980,Lucrezio,PER,Q47154,Tito Lucrezio Caro
https://digitalzibaldone.net/node/p2840_1,1005,1011,Catone,PER,Q180081,Marco Porcio Catone
https://digitalzibaldone.net/node/p2840_1,1013,1019,Cincio,PER,Q6697599,Lucio Quinzio
https://digitalzibaldone.net/node/p2841_1,121,133,Dissimulatus,PER,NIL,
https://digitalzibaldone.net/node/p2841_1,651,659,Placitus,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,165,183,Venanzio Fortunato,PER,Q44934,Venanzio Fortunato
https://digitalzibaldone.net/node/p2842_1,243,251,Hymno de,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,277,284,Glossar,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,286,291,Cang.,PER,Q785349,Cangrande I della Scala
https://digitalzibaldone.net/node/p2842_1,452,462,Frequenter,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,471,474,Ioh,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,476,484,de Ianua,PER,Q645210,Juan de Aragón
https://digitalzibaldone.net/node/p2842_1,840,844,Cang,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,849,856,Gavisci,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,870,877,Gavisio,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,879,886,Gausida,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,909,916,Gausita,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,935,942,Gauzita,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,967,972,Gozar,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,1129,1134,Gozar,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,1737,1745,Giordani,PER,Q1092339,Pietro Giordani
https://digitalzibaldone.net/node/p2842_1,1776,1781,Monti,PER,Q723643,Vincenzo Monti
https://digitalzibaldone.net/node/p2842_1,1991,1998,detraho,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,2251,2258,gradior,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,2803,2809,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,3304,3309,Cang.,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,3794,3802,Advidere,PER,NIL,
https://digitalzibaldone.net/node/p2842_1,4647,4655,Hickesio,PER,Q538960,Tommaso de' Cavalieri
https://digitalzibaldone.net/node/p2845_1,514,521,Ariosto,PER,Q48900,Ludovico Ariosto
https://digitalzibaldone.net/node/p2845_1,526,537,Shakespeare,PER,Q719706,John Shakespeare
https://digitalzibaldone.net/node/p2845_1,542,546,Lope,PER,Q165257,Lope de Vega
https://digitalzibaldone.net/node/p2845_1,551,559,Calderon,PER,Q170800,Pedro Calderón de la Barca
https://digitalzibaldone.net/node/p2849_1,2108,2113,Staël,PER,Q123041,Madame de Staël
https://digitalzibaldone.net/node/p2853_1,212,216,Ella,PER,NIL,
https://digitalzibaldone.net/node/p2853_1,324,328,Ella,PER,NIL,
https://digitalzibaldone.net/node/p2859_1,1994,2001,"Canova,",PER,Q5547,Antonio Canova
https://digitalzibaldone.net/node/p2864_2,622,624,V.,PER,Q168691,Vittorio Emanuele II di Savoia
https://digitalzibaldone.net/node/p2864_3,174,181,Simmaco,PER,Q355720,Quinto Aurelio Simmaco
https://digitalzibaldone.net/node/p2864_3,444,451,Ulpiano,PER,Q310076,Ulpiano
https://digitalzibaldone.net/node/p2865_1,78,83,Floro,PER,Q316483,Floro
https://digitalzibaldone.net/node/p2865_1,171,187,Giusto de' Conti,PER,Q3771771,Giusto de' Conti
https://digitalzibaldone.net/node/p2865_1,220,238,Angelo di Costanzo,PER,Q2849524,Angelo di Costanzo
https://digitalzibaldone.net/node/p2865_1,440,446,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2865_2,40,48,Forcell.,PER,NIL,
https://digitalzibaldone.net/node/p2865_2,643,645,V.,PER,NIL,
https://digitalzibaldone.net/node/p2865_3,443,453,Crisostomo,PER,Q43706,Giovanni Crisostomo
https://digitalzibaldone.net/node/p2866_1,790,799,Senofonte,PER,Q129772,Senofonte
https://digitalzibaldone.net/node/p2866_1,809,816,Platone,PER,Q859,Platone
https://digitalzibaldone.net/node/p2869_1,1705,1714,Perticari,PER,Q3769747,Giulio Perticari
https://digitalzibaldone.net/node/p2869_1,1727,1732,Dante,PER,Q1067,Dante Alighieri
https://digitalzibaldone.net/node/p2869_1,2915,2922,Francia,LOC,Q142,Francia
https://digitalzibaldone.net/node/p2869_1,2982,2990,Provenza,PER,NIL,
https://digitalzibaldone.net/node/p2869_1,3106,3115,Perticari,PER,Q3769747,Giulio Perticari
https://digitalzibaldone.net/node/p2869_1,3404,3411,Francia,LOC,Q142,Francia
https://digitalzibaldone.net/node/p2875_1,711,722,inghilterra,LOC,Q21,Inghilterra
https://digitalzibaldone.net/node/p2875_1,728,736,Germania,LOC,Q183,Germania
https://digitalzibaldone.net/node/p2876_2,328,336,Macrobio,PER,Q313934,Ambrogio Teodosio Macrobio
https://digitalzibaldone.net/node/p2876_2,423,431,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2876_2,939,945,Alipes,PER,NIL,
https://digitalzibaldone.net/node/p2876_2,1072,1080,Frontino,PER,Q297377,Sesto Giulio Frontino
https://digitalzibaldone.net/node/p2876_2,1108,1114,Gellio,PER,Q294800,Aulo Gellio
https://digitalzibaldone.net/node/p2876_2,1148,1156,Vitruvio,PER,Q47163,Marco Vitruvio Pollione
https://digitalzibaldone.net/node/p2876_2,1180,1189,Censorino,LOC,NIL,
https://digitalzibaldone.net/node/p2876_2,1211,1227,Marziano Capella,PER,Q348408,Marziano Capella
https://digitalzibaldone.net/node/p2876_2,1355,1362,Apuleio,LOC,NIL,
https://digitalzibaldone.net/node/p2876_2,1384,1392,Vitruvio,LOC,NIL,
https://digitalzibaldone.net/node/p2876_2,1414,1430,Marziano Capella,LOC,NIL,
https://digitalzibaldone.net/node/p2876_2,1485,1491,Plinio,LOC,Q18453846,Plinio Il Vecchio
https://digitalzibaldone.net/node/p2876_2,1579,1585,Plinio,PER,Q82778,Plinio il Vecchio
https://digitalzibaldone.net/node/p2876_2,1638,1644,Plinio,PER,Q82778,Plinio il Vecchio
https://digitalzibaldone.net/node/p2876_2,1647,1655,Vitruvio,LOC,NIL,
https://digitalzibaldone.net/node/p2876_2,1684,1692,Marziale,PER,Q2098,Marco Valerio Marziale
https://digitalzibaldone.net/node/p2876_2,1695,1704,Scribonio,PER,Q451516,Gaio Scribonio Curione
https://digitalzibaldone.net/node/p2876_2,1706,1713,bijugus,PER,NIL,
https://digitalzibaldone.net/node/p2876_2,1716,1723,bijugis,PER,NIL,
https://digitalzibaldone.net/node/p2876_2,1814,1820,Plinio,PER,Q82778,Plinio il Vecchio
https://digitalzibaldone.net/node/p2876_2,1851,1859,Marziano,PER,Q178004,Marciano
https://digitalzibaldone.net/node/p2876_2,1947,1956,Columella,PER,Q318317,Lucio Giunio Moderato Columella
https://digitalzibaldone.net/node/p2876_2,1988,1994,Plinio,PER,Q82778,Plinio il Vecchio
https://digitalzibaldone.net/node/p2876_2,2037,2046,Columella,PER,Q318317,Lucio Giunio Moderato Columella
https://digitalzibaldone.net/node/p2876_2,2066,2073,Apuleio,PER,Q170512,Apuleio
https://digitalzibaldone.net/node/p2876_2,2092,2098,Seneca,PER,Q2054,Lucio Anneo Seneca
https://digitalzibaldone.net/node/p2876_2,2154,2163,Columella,PER,Q318317,Lucio Giunio Moderato Columella
https://digitalzibaldone.net/node/p2876_2,2178,2185,Ausonio,PER,Q234593,Decimo Magno Ausonio
https://digitalzibaldone.net/node/p2876_2,2227,2232,Silio,PER,Q14852482,Gaio Silio
https://digitalzibaldone.net/node/p2876_2,2283,2291,Macrobio,PER,Q313934,Ambrogio Teodosio Macrobio
https://digitalzibaldone.net/node/p2876_2,2389,2397,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2876_2,2512,2522,Cornificio,PER,Q1243817,Cornificio
https://digitalzibaldone.net/node/p2876_2,2612,2622,Forcellini,PER,Q1495276,Gaspare Fumagalli
https://digitalzibaldone.net/node/p2876_2,2676,2684,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2876_2,2716,2723,Forcell,PER,Q762148,Gaio Licinio Calvo Stolone
https://digitalzibaldone.net/node/p2876_2,2839,2847,Cicerone,PER,Q1541,Marco Tullio Cicerone
https://digitalzibaldone.net/node/p2879_1,196,206,Forcellini,PER,Q363162,Giovanni Battista Pallavicini
https://digitalzibaldone.net/node/p2879_2,244,274,Dionigi d'Alicarnasso Archaeol,PER,Q26204,Dionigi di Alicarnasso
https://digitalzibaldone.net/node/p2879_2,327,333,Italia,LOC,Q38,Italia
https://digitalzibaldone.net/node/p2879_2,1229,1239,Corticelli,PER,Q767884,Giovan Battista Corniani
https://digitalzibaldone.net/node/p2879_2,1246,1256,Buommattei,PER,Q3638052,Benedetto Buommattei
https://digitalzibaldone.net/node/p2879_2,1398,1406,paonessa,PER,Q16582643,
https://digitalzibaldone.net/node/p2879_2,1900,1906,italia,LOC,Q38,Italia
https://digitalzibaldone.net/node/p2881_1,44,65,Dionigi d'Alicarnasso,PER,Q26204,Dionigi di Alicarnasso
https://digitalzibaldone.net/node/p2881_1,75,90,Pietro Giordani,PER,Q1092339,Pietro Giordani
https://digitalzibaldone.net/node/p2881_1,120,145,Abate Giambattista Canova,PER,Q3762400,Giambattista Canano
https://digitalzibaldone.net/node/p2881_1,155,162,Dionigi,PER,Q26204,Dionigi di Alicarnasso
https://digitalzibaldone.net/node/p2881_1,176,185,Abate Mai,PER,Q2519261,Battistello Caracciolo
https://digitalzibaldone.net/node/p2881_1,187,193,Milano,LOC,Q490,Milano
https://digitalzibaldone.net/node/p2881_1,199,217,Giovanni Silvestri,PER,Q16938780,Giovanni Silvestri
https://digitalzibaldone.net/node/p2881_1,237,254,Ellanico Lesbiese,PER,Q504744,Ellanico di Lesbo
https://digitalzibaldone.net/node/p2881_1,264,270,Ercole,PER,NIL,
https://digitalzibaldone.net/node/p2881_1,282,286,Argo,LOC,Q189901,Argo
https://digitalzibaldone.net/node/p2881_1,297,304,Gerione,PER,NIL,
https://digitalzibaldone.net/node/p2881_1,326,332,Italia,LOC,Q38,Italia
https://digitalzibaldone.net/node/p2881_1,448,455,Sicilia,LOC,Q1460,Sicilia
https://digitalzibaldone.net/node/p2881_1,469,475,Ercole,PER,NIL,
https://digitalzibaldone.net/node/p2881_1,633,639,Ercole,PER,NIL,
https://digitalzibaldone.net/node/p2881_1,831,838,Vitulia,PER,NIL,
https://digitalzibaldone.net/node/p2881_1,860,866,Ercole,PER,NIL,
https://digitalzibaldone.net/node/p2881_1,899,906,Vitalia,PER,NIL,
https://digitalzibaldone.net/node/p2882_1,325,332,Ammiano,PER,Q172198,Ammiano Marcellino
https://digitalzibaldone.net/node/p2882_1,628,633,Festo,PER,NIL,
https://digitalzibaldone.net/node/p2882_1,980,991,S. Agostino,PER,Q8018,Agostino d'Ippona
https://digitalzibaldone.net/node/p2882_1,1250,1257,Ispagna,LOC,Q29,Spagna
https://digitalzibaldone.net/node/p2882_1,1274,1281,Ammiano,PER,Q11905357,Ammiano
https://digitalzibaldone.net/node/p2882_1,1388,1392,Cang,PER,NIL,
https://digitalzibaldone.net/node/p2882_1,1664,1671,Glossar,PER,NIL,
https://digitalzibaldone.net/node/p2882_1,1679,1684,Tasca,PER,NIL,
https://digitalzibaldone.net/node/p2884_1,492,499,Colombo,PER,Q7322,Cristoforo Colombo
https://digitalzibaldone.net/node/p2884_1,501,506,Parma,LOC,Q2683,Parma
https://digitalzibaldone.net/node/p2884_1,548,564,Pico Mirandolano,PER,Q182128,Giovanni Pico della Mirandola
https://digitalzibaldone.net/node/p2884_1,593,611,Girolamo Benivieni,PER,Q328117,Girolamo Benivieni
https://digitalzibaldone.net/node/p2884_1,633,639,Venez.,PER,NIL,
https://digitalzibaldone.net/node/p2884_1,747,752,Canz.,PER,NIL,
https://digitalzibaldone.net/node/p2885_1,104,114,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2885_1,623,633,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2885_1,1448,1454,Plinio,PER,Q82778,Plinio il Vecchio
https://digitalzibaldone.net/node/p2885_1,1618,1624,Plinio,PER,Q82778,Plinio il Vecchio
https://digitalzibaldone.net/node/p2885_1,1763,1772,Perticari,PER,NIL,
https://digitalzibaldone.net/node/p2885_1,1813,1821,Giordani,PER,Q1092339,Pietro Giordani
https://digitalzibaldone.net/node/p2885_1,1838,1843,Monti,PER,Q723643,Vincenzo Monti
https://digitalzibaldone.net/node/p2885_1,2099,2106,Veggasi,PER,Q178709,Giambattista Vico
https://digitalzibaldone.net/node/p2887_1,847,853,Servio,PER,Q192998,Servio Tullio
https://digitalzibaldone.net/node/p2887_1,1178,1187,Perticari,PER,Q2395499,Giovanni Pietro Perti
https://digitalzibaldone.net/node/p2889_1,7,13,Da ἕζω,PER,NIL,
https://digitalzibaldone.net/node/p2889_1,15,18,Dor,PER,Q1139448,Doro
https://digitalzibaldone.net/node/p2889_2,671,677,Ructuo,PER,NIL,
https://digitalzibaldone.net/node/p2889_2,703,710,Eructuo,PER,NIL,
https://digitalzibaldone.net/node/p2889_2,714,721,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2889_2,726,732,Eructo,PER,Q8747,Euclide
https://digitalzibaldone.net/node/p2889_3,308,316,Eburneus,PER,Q720844,Quinto Fabio Massimo Eburno
https://digitalzibaldone.net/node/p2890_2,28,33,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2893_1,180,186,Orazio,PER,Q6197,Quinto Orazio Flacco
https://digitalzibaldone.net/node/p2893_1,289,293,Virg,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2893_2,246,251,Chéri,PER,NIL,
https://digitalzibaldone.net/node/p2893_2,307,313,chérir,PER,NIL,
https://digitalzibaldone.net/node/p2893_2,718,724,Chesta,PER,NIL,
https://digitalzibaldone.net/node/p2893_2,902,910,Acquérir,PER,NIL,
https://digitalzibaldone.net/node/p2893_2,990,998,Acquêter,PER,NIL,
https://digitalzibaldone.net/node/p2895_1,371,384,V. Forcellini,PER,Q6163667,
https://digitalzibaldone.net/node/p2895_1,813,829,Perticari Apolog,PER,Q1067,Dante Alighieri
https://digitalzibaldone.net/node/p2895_1,834,839,Dante,PER,Q1067,Dante Alighieri
https://digitalzibaldone.net/node/p2895_2,1138,1143,Dante,PER,Q1067,Dante Alighieri
https://digitalzibaldone.net/node/p2903_2,392,400,Frontone,PER,Q317055,Marco Cornelio Frontone
https://digitalzibaldone.net/node/p2903_2,716,727,Lucrifacere,PER,NIL,
https://digitalzibaldone.net/node/p2903_2,729,739,Benefacere,PER,NIL,
https://digitalzibaldone.net/node/p2903_2,763,773,Ludifacere,PER,NIL,
https://digitalzibaldone.net/node/p2903_2,776,786,Ludificare,PER,NIL,
https://digitalzibaldone.net/node/p2903_2,1546,1556,Soupçonner,PER,NIL,
https://digitalzibaldone.net/node/p2903_2,1611,1618,Suspico,PER,NIL,
https://digitalzibaldone.net/node/p2903_2,1689,1698,Sallustio,PER,Q7170,Gaio Sallustio Crispo
https://digitalzibaldone.net/node/p2903_2,1958,1965,Apuleio,PER,Q170512,Apuleio
https://digitalzibaldone.net/node/p2906_1,91,97,Racine,PER,Q742,Jean Racine
https://digitalzibaldone.net/node/p2906_1,103,108,Ester,PER,NIL,
https://digitalzibaldone.net/node/p2906_2,1137,1144,Veggasi,PER,Q32500,Carlo V d'Asburgo
https://digitalzibaldone.net/node/p2909_3,921,926,Luigi,PER,Q346,Luigi IX di Francia
https://digitalzibaldone.net/node/p2909_3,1073,1078,Luigi,PER,Q346,Luigi IX di Francia
https://digitalzibaldone.net/node/p2909_3,1201,1210,Corneille,PER,Q747,Pierre Corneille
https://digitalzibaldone.net/node/p2910_1,885,887,V.,PER,NIL,
https://digitalzibaldone.net/node/p2910_1,1101,1108,Francia,LOC,Q142,Francia
https://digitalzibaldone.net/node/p2914_1,581,588,Pongasi,PER,Q178709,Giambattista Vico
https://digitalzibaldone.net/node/p2914_1,601,608,Platone,PER,Q859,Platone
https://digitalzibaldone.net/node/p2914_1,611,620,Senofonte,PER,Q129772,Senofonte
https://digitalzibaldone.net/node/p2914_1,1233,1240,Francia,LOC,Q142,Francia
https://digitalzibaldone.net/node/p2916_1,885,896,Quintiliano,PER,Q193769,Marco Fabio Quintiliano
https://digitalzibaldone.net/node/p2918_1,880,885,Rapto,PER,NIL,
https://digitalzibaldone.net/node/p2918_1,912,921,Claudiano,PER,Q1411,Claudio
https://digitalzibaldone.net/node/p2918_1,970,973,avv,PER,NIL,
https://digitalzibaldone.net/node/p2919_1,854,861,Alberti,PER,Q182046,Leon Battista Alberti
https://digitalzibaldone.net/node/p2919_2,221,228,Platone,PER,Q859,Platone
https://digitalzibaldone.net/node/p2919_2,283,288,Astii,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,290,295,Lips.,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,483,490,Scapula,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,737,744,Scapula,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,801,808,Sofista,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,1078,1086,E. Synes,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,1152,1157,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,1168,1175,Scapula,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,1556,1563,Socrate,PER,Q913,Socrate
https://digitalzibaldone.net/node/p2919_2,2380,2390,Anacreonte,PER,Q213484,Anacreonte
https://digitalzibaldone.net/node/p2919_2,3881,3887,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2919_2,3889,3895,Volere,PER,NIL,
https://digitalzibaldone.net/node/p2923_3,152,162,Corticelli,PER,Q767884,Giovan Battista Corniani
https://digitalzibaldone.net/node/p2923_3,404,412,Cicerone,PER,Q1541,Marco Tullio Cicerone
https://digitalzibaldone.net/node/p2923_3,462,470,Terentia,PER,Q435936,Terenzia
https://digitalzibaldone.net/node/p2923_3,552,559,Forcell,PER,Q2253,Publio Cornelio Scipione
https://digitalzibaldone.net/node/p2923_3,564,569,Belle,LOC,NIL,
https://digitalzibaldone.net/node/p2925_1,438,448,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2925_2,284,290,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2925_2,503,510,Salvini,PER,Q719180,Tommaso Salvini
https://digitalzibaldone.net/node/p2925_2,561,567,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2925_2,719,727,Richelet,PER,Q1236889,César-Pierre Richelet
https://digitalzibaldone.net/node/p2925_2,791,801,V. Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2926_1,56,63,Arnobio,PER,Q342416,Arnobio
https://digitalzibaldone.net/node/p2926_1,68,75,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2926_2,0,6,Savamo,PER,NIL,
https://digitalzibaldone.net/node/p2926_3,14,18,Ella,PER,NIL,
https://digitalzibaldone.net/node/p2928_1,273,280,Veggasi,PER,Q178709,Giambattista Vico
https://digitalzibaldone.net/node/p2928_2,164,170,Similm,PER,NIL,
https://digitalzibaldone.net/node/p2928_2,756,763,V. Forc,PER,NIL,
https://digitalzibaldone.net/node/p2928_2,1816,1820,Figo,PER,NIL,
https://digitalzibaldone.net/node/p2930_1,0,5,Pinso,PER,NIL,
https://digitalzibaldone.net/node/p2930_1,104,110,Plauto,PER,Q47160,Tito Maccio Plauto
https://digitalzibaldone.net/node/p2930_1,165,175,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2930_1,202,209,Pistare,LOC,NIL,
https://digitalzibaldone.net/node/p2930_1,212,220,Pistatus,PER,NIL,
https://digitalzibaldone.net/node/p2930_1,355,360,Pisto,PER,NIL,
https://digitalzibaldone.net/node/p2930_1,575,582,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2930_2,28,33,Festo,PER,Q302723,Sesto Pompeo Festo
https://digitalzibaldone.net/node/p2930_2,55,62,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2930_2,67,73,Pistus,LOC,Q13376,Pistoia
https://digitalzibaldone.net/node/p2930_2,76,82,Pistum,PER,NIL,
https://digitalzibaldone.net/node/p2930_2,304,309,Festo,PER,Q302723,Sesto Pompeo Festo
https://digitalzibaldone.net/node/p2930_2,1236,1241,Festo,PER,NIL,
https://digitalzibaldone.net/node/p2932_1,0,6,Pistus,PER,NIL,
https://digitalzibaldone.net/node/p2932_1,12,19,Veggasi,PER,Q784373,Piero Vettori
https://digitalzibaldone.net/node/p2932_1,399,406,Forcell,PER,Q2253,Publio Cornelio Scipione
https://digitalzibaldone.net/node/p2932_1,715,722,Varrone,PER,Q206119,Marco Terenzio Varrone
https://digitalzibaldone.net/node/p2932_1,725,731,Plinio,PER,Q82778,Plinio il Vecchio
https://digitalzibaldone.net/node/p2932_1,826,833,Diomede,PER,NIL,
https://digitalzibaldone.net/node/p2932_1,869,875,Persio,PER,Q332785,Aulo Persio Flacco
https://digitalzibaldone.net/node/p2932_1,887,894,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2932_1,1165,1173,Vitruvio,PER,Q47163,Marco Vitruvio Pollione
https://digitalzibaldone.net/node/p2932_1,1255,1261,Pisare,LOC,Q13375,Pisa
https://digitalzibaldone.net/node/p2932_1,1398,1405,Varrone,LOC,Q4008837,Varrone
https://digitalzibaldone.net/node/p2932_1,1824,1834,Forcellini,PER,Q268649,Giovanni Battista Pignatelli
https://digitalzibaldone.net/node/p2932_1,1856,1863,Varrone,PER,Q206119,Marco Terenzio Varrone
https://digitalzibaldone.net/node/p2932_1,1870,1875,R. R.,PER,NIL,
https://digitalzibaldone.net/node/p2932_1,1933,1940,Pisatio,PER,NIL,
https://digitalzibaldone.net/node/p2934_1,700,718,provincia d'italia,LOC,NIL,
https://digitalzibaldone.net/node/p2935_1,0,6,Pisare,PER,Q23617972,Gaspare Murgi
https://digitalzibaldone.net/node/p2935_1,102,112,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2935_2,57,68,Caespitator,LOC,NIL,
https://digitalzibaldone.net/node/p2939_1,148,154,Psiche,PER,NIL,
https://digitalzibaldone.net/node/p2941_1,594,597,Dio,PER,Q2155501,Dio
https://digitalzibaldone.net/node/p2941_1,2183,2193,Perciocch',PER,Q185312,Giovanni Battista Pergolesi
https://digitalzibaldone.net/node/p2955_1,1118,1124,Notisi,PER,NIL,
https://digitalzibaldone.net/node/p2957_2,778,786,Rousseau,PER,Q310025,Théodore Rousseau
https://digitalzibaldone.net/node/p2965_1,966,973,Alfieri,PER,Q296244,Vittorio Alfieri
https://digitalzibaldone.net/node/p2967_1,1107,1110,Dio,PER,Q2155501,Dio
https://digitalzibaldone.net/node/p2967_1,1413,1416,Dio,PER,Q2155501,Dio
https://digitalzibaldone.net/node/p2967_1,1513,1518,Giove,LOC,NIL,
https://digitalzibaldone.net/node/p2967_1,1609,1614,Giove,LOC,NIL,
https://digitalzibaldone.net/node/p2967_1,1711,1717,Apollo,PER,NIL,
https://digitalzibaldone.net/node/p2967_1,1733,1741,Mercurio,PER,NIL,
https://digitalzibaldone.net/node/p2970_1,793,799,Laonde,PER,Q15969854,Edmond Lafond
https://digitalzibaldone.net/node/p2972_2,0,9,Prisciano,PER,Q356433,Prisciano
https://digitalzibaldone.net/node/p2972_2,552,561,Prisciano,PER,Q356433,Prisciano
https://digitalzibaldone.net/node/p2972_2,1254,1259,Cang.,PER,NIL,
https://digitalzibaldone.net/node/p2974_1,0,5,Urito,PER,NIL,
https://digitalzibaldone.net/node/p2974_1,13,19,Plauto,PER,Q47160,Tito Maccio Plauto
https://digitalzibaldone.net/node/p2974_2,116,132,Frayle spagnuolo,PER,Q748199,
https://digitalzibaldone.net/node/p2974_3,28,34,Gellio,PER,Q294800,Aulo Gellio
https://digitalzibaldone.net/node/p2974_3,268,274,Ructus,PER,NIL,
https://digitalzibaldone.net/node/p2974_3,851,857,Eructo,LOC,NIL,
https://digitalzibaldone.net/node/p2975_1,498,509,v. Schrevel,PER,Q162688,Johann Christian Daniel von Schreber
https://digitalzibaldone.net/node/p2976_1,690,696,Notisi,PER,NIL,
https://digitalzibaldone.net/node/p2976_1,712,720,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2976_1,760,765,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2977_1,70,75,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2977_1,1026,1044,Algarotti Pensieri,PER,Q439081,Francesco Algarotti
https://digitalzibaldone.net/node/p2977_1,1051,1058,Cremona,LOC,Q6231,Cremona
