doc_id,surface,tag,start_pos,end_pos,left_context,right_context
p4319_2,Férussac,PER,3598,3606,"[4319,2] Il paraît qu'Homère a vécu au 2.e siècle après la destruction de Troie. L'éclat de son génie a fait oublier les noms des autres poëtes qui chantaient comme lui les hauts-faits des Grecs. Mais sans doute il a chanté comme eux des chants lyriques détachés, et il n'a probablement jamais songé à composer un poëme épique, et encore moins à en écrire un. De là ce qu'on dit de sa cécité et de son indigence; il aura passé dans la suite pour aveugle parce qu'il n'avait rien écrit; il aura passé pour indigent parce qu'il allait d'une ville a l'autre. Après sa mort, la réputation de ses chants alla toujours en ﻿ 4320 croissant; les poëtes, perdant d'ailleurs le génie inventif, chantèrent les poesies[poésies] d'Homère; il y eut alors des homérides. Pour flatter la vanité des villes dans lesquelles ils chantaient, ils intercalaient dans ces vers de leur prédécesseur, des éloges de villes et de peuples. On prétend que Lycurgue fut le premier qui fit rassembler et rédiger les poésies d'Homère. Mais ce législateur qui ne fit pas écrire ses propres lois, comment se serait-il occupé à faire écrire des vers dans Sparte ville pauvre et grossière? Solon régla l'ordre dans lequel les chantres dans les fêtes publiques * (in queste, tali poésie non erano, apparemment, intermezzi, tanto più se si cantavano in ordine) devaient chanter les diverses poésies homériques, et Pisistrate les fit diviser ensuite en deux grands poëmes, l'iliade et l'Odyssée. Aristarque les subdivisa en 24 livres d'après le nombre des lettres de l'alphabet grec. Alors se présenta une classe d'hommes, les diaskeuastes, espèce de censeurs ou de critiques qui cherchèrent à mettre de l'harmonie et de l'accord dans ces chants ainsi réunis et coordonnés[]; ils lièrent des parties détachées, levèrent des contradictions, supprimèrent des vers, des passages interpolés, etc. Mais ce travail ne fut pas fait avec assez d'art pour qu'on ne découvre des traces de leurs soudures; et leur jugement ne fut pas toujours assez sain pour qu'ils sussent distinguer ce qui appartenait à Homère d'avec les interpolations de ses successeurs. À l'exemple de Wolf, M. Müller signale plusieurs passages qui paraissent prouver que l'iliade et l'Odyssée ﻿ 4321 n'avaient point cette unité que ces poëmes présentent aujourd'hui, et qu'ils n'étaient dans l'origine que des chants lyriques détachés. Cependant Aristote ne les considéra que sous la forme qu'on leur avait donnée à Athènes, et célébra Homère comme poëte épique. Depuis, on ne vit plus dans l'iliade et l'Odyssée que deux poëmes épiques. Assurément il règne une sorte d'unité dans chacun de ces deux poëmes; mais c'est la même qu'on trouve, par exemple, dans les romances espagnoles sur le Cid, lorsqu'on les lit de suite. Dans l'Odyssée on pourrait enlever les 4 premiers chants et la moitié du 15.e sans nullement faire tort à la marche de l'action; c'est que le poëte ne les vivait jamais réunis et n'avait jamais pensé faire un grand poëme. D'un autre côté l'iliade et l'Odyssée ont des lacunes que les diaskeuastes n'ont pas été capables de cacher. Dans l'iliade le 1.er et le 5.e chants commencent par les mêmes récits: dans le 5.e les événemens sont racontés comme si le poëte n'en avait jamais parlé. Les débuts des deux poëmes paraissent avoir été ajoutés par les diaskeuastes. Suivant l'usage de l'ancien temps, les homérides faisaient précéder leurs chants d'une invocation religieuse. Ce sont-là les prétendus hymnes homériques qui n'ont de commun avec le grand poëte que d'avoir été chantés pour le début de ses morceaux liriques. D.-G. * (Depping.) Bulletin de ",", loc. cit. {alla} p. 4312. Octobre, 1824. tome 2. art. 239. p. 231 - 234."
p1464_2,Petrarca,PER,1312,1320,"[1464,2] L'animo umano è così fatto ch'egli prova molto maggior soddisfazione di un piacer piccolo, di un'idea di una sensazione piccola, ma di cui non conosca i limiti, che di una grande, di cui veda {o senta} i confini. La speranza di un piccolo bene, è un piacere assolutamente maggiore del possesso di un bene grande già provato (perchè se non è {ancora} provato, sta {sempre} nella categoria della speranza.) La scienza distrugge i principali piaceri dell'animo nostro perchè determina le cose, e ce ne mostra i confini, benchè in moltissime cose, abbia materialmente ingrandito d'assaissimo le nostre idee. Dico materialmente, e non già spiritualmente, giacchè p. e. la distanza dal sole alla terra, era assai maggiore nella mente umana, quando si credeva di poche miglia, nè si sapeva quante, di quello che ora che si sa essere di tante precise migliaia di miglia. Così la scienza è nemica della grandezza delle idee, benchè abbia smisuratamente ﻿ 1465 ingrandito le opinioni naturali. Le ha ingrandite come idee chiare, ma una piccolissima idea confusa, è sempre maggiore di una grandissima, affatto chiara. L'incertezza se una cosa sia o non sia del tutto, è pur fonte di {{una}} grandezza, che vien distrutta dalla certezza che la cosa realmente è. Quanto maggiore era l'idea degli Antipodi, quando il "," diceva forse esistono, di quello che appena fu saputo ch'esistevano. Ciò che dico della scienza, dico dell'esperienza ec. ec. La maggiore anzi la sola grandezza di cui l'uomo possa confusamente appagarsi, è l'indeterminata, come risulta pure dalla mia teoria del piacere. (7. Agos. 1821.). {+Quindi l'ignoranza la quale sola può nascondere i confini delle cose, è la fonte principale delle idee ec. indefinite. Quindi è la maggior sorgente di felicità, e perciò la fanciullezza è l'età più felice dell'uomo, la più paga di se stessa, meno soggetta alla noia. L'esperienza mostra necessariamente i confini di molte cose anche all'uomo naturale e insocievole.}"
p294_1,Lorenzo Sarno,PER,454,467,"[294,1] Le cagioni dell'amore dei vecchi alla vita e del timor della morte, i quali par che crescano in proporzione che la vita è meno amabile, e che la morte può ﻿ 295 privarci di minore spazio di tempo, e di minori godimenti, anzi di maggiori mali (fenomeno discusso ultimamente dai filosofi tedeschi che ne hanno recato mille ragioni fuorchè le vere: v. lo Spettatore di Milano), sono, oltre quella che ho recata, mi pare, negli abbozzi della Vita di ",", queste altre. 1. Che coll'ardore e la forza della vitalità e dell'esistenza, si estingue o scema il coraggio, e quindi a proporzione che l'esistenza è meno gagliarda, l'uomo è meno forte per poterla disprezzare, e incontrarne o considerarne la perdita. Anche i giovani più facili a disprezzar la vita, coraggiosissimi nelle battaglie e in ogni rischio, sono bene spesso paurosissimi nelle malattie, tanto per la detta cagione della minor forza del corpo, e quindi dell'animo, quanto perchè non possono opporre alla morte quell'irriflessione, quel movimento, quell'energia, che gl'impedisce di fissarla nel viso, in mezzo ai rischi attivi. 2. Che molte cose vedute da lungi paiono facilissime ad incontrare, e niente spaventose, e in vicinanza riescono terribili, e poi ci si trovano mille difficoltà, mille crepacuori; affezioni, progetti ec. che da lontano pareano facili ad abbandonare ﻿ 296 per forza di ardore di entusiasmo, o di passione, disperazione ec. e da vicino rincrescono infinitamente quando la passione è sparita, e le cose si considerano quietamente. 3. Che la natura ha posto negli esseri viventi sommo amor della vita, e quindi odio della morte, e queste passioni ha voluto e fatto che fossero cieche, e non dipendessero dal calcolo delle utilità, della maggiore o minor perdita ec. Quindi è naturale che gli effetti di questo amore e di quest'odio crescano in proporzione che la cosa amata è più in pericolo, e più bisognosa di cure per conservarla, e la cosa odiata più vicina. 4. Che i beni si disprezzano quando si possiedono sicuramente, e si apprezzano quando sono perduti, o si corre pericolo o si è in procinto di perderli. E come quel disprezzo era maggiore del giusto, così anche questa stima suol eccedere i limiti in qualsivoglia cosa. Ora il giovane, per quanto è concesso all'uomo, è il vero possessor della vita; il vecchio la possiede come precariamente. 5. Che la felicità o infelicità non si misura dall'esterno ma dall'interno. Il vecchio per l'assuefazione è meno suscettibile ﻿ 297 di mali, e meno sensibile a quelli che gli avvengono; per l'estinzione dell'impeto e dell'inquietudine giovanile, meno bisognoso dei beni che gli mancano, meno vivo nei desideri, più facile a soffrir la privazione di ciò che desidera, e a desiderar cose dove possa agevolmente esser soddisfatto. Laonde la vita del vecchio non è più infelice di quella del giovane, anzi forse più felice secondo la sesta considerazione. 6. Che la vita metodica, tranquilla e inattiva non è penosa ma piacevole, quando s'accordi col metodo, calma, e inattività dell'individuo. Certo il giovane muore in una tal condizione, ma la condizione ch'egli desidera, specialmente nello stato presente del mondo, è difficilissima o impossibile a conseguire. Egli non trova altro che il nulla da cui fugge; il vecchio lo desidera, lo cerca, lo trova come tutti gli altri di qualunque età, e a differenza delle altre età, se ne compiace, o almeno non se ne duole, o certo lo soffre con pazienza, e quando l'uomo è perfettamente paziente, allora non può non amar la vita, perchè questa è amabile per natura. Aggiungete la tempesta delle passioni, dalla ﻿ 298 dalla quale il vecchio è libero, la tempesta del mondo, della società, degli affari, delle azioni, degli stessi diletti, quella tempesta nella quale il giovane, anche dopo averla sospirata in mezzo alla noia, sospira il riposo e la calma. Anzi è certo che lo stato naturale è il riposo e la quiete, e che l'uomo anche più ardente, più bisognoso di energia, tende alla calma {e all'inazione} continuamente in quasi tutte le sue operazioni. Osservate ancora che la vita metodica era quella dell'uomo primitivo, e la più felice vita, non sociale, ma naturale. Osservate anche oggidì l'impressione che fa l'aspetto di essa vita rurale o domestica, nelle persone più dissipate, o più occupate, e com'ella par loro la più felice che si possa menare. È vero che ella ordinariamente è tale quando consiste in un metodo di occupazioni, e tale era nei primitivi, e nei selvaggi sempre occupati ai loro bisogni, o ad un riposo figlio e padre della fatica e dell'azione. Ma in ogni modo l'uomo avvezzandosi anche alla pura inazione, ci si affeziona talmente che l'attività gli riuscirebbe ﻿ 299 penosissima. Si vedono bene spesso de' carcerati ingrassare e prosperare, ed esser pieni di allegria, nella stessa aspettazione di una sentenza che decida della loro vita. Dove anzi l'imminenza del male, accresce il piacere del presente, cosa già osservata dagli antichi (come da Orazio), anzi famosa tra loro, e provata da me, che non ho mai sperimentato tal piacere della vita, e tali furori di gioia maniaca ma schiettissima, come in alcuni tempi ch'io aspettava un male imminente, e diceva a me stesso; ti resta tanto a godere e non più, e mi rannicchiava in me stesso, cacciando tutti gli altri pensieri, e soprattutto di quel male, per pensare solamente a godere, non ostante la mia indole malinconica in tutti gli altri tempi, e riflessivissima. Anzi forse questa accresceva allora l'intensità del godimento, o della risoluzione di godere. Applicate anche questa settima considerazione ai vecchi. V. p. 121. pensiero 3. e confrontalo, rettificalo, ed accrescilo con questo, e questo con quello. (23. 8.bre 1820.)."
p1052_1,Luigi,PER,142,147,"[1052,1] 3. Ho già detto in altri luoghi come la lingua francese vada effettivamente degenerando dagli stessi scrittori classici del tempo di "," 14. {+in proporzione della diversità de' tempi, naturalmente assai minore di quella che corre fra il tempo presente, e quello della formazione p. e. della lingua italiana} e qual sia il pericolo che corre massimamente l'odierna lingua francese, pericolo veramente non di lei sola, ma di tutte le lingue; e non delle lingue sole, ma delle letterature ugualmente; e non solo di queste, ma degli uomini e delle nazioni {e della vita} del nostro tempo; cioè il pericolo di divenir matematici di filosofici e ragionevoli che sono stati da qualche tempo fino ad ora, e di naturali che furono anticamente. (14. Maggio 1821.)."
p4245_5,Taranta,PER,9,16,"[4245,5] ",. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,Speroni,PER,18,25,"[4245,5] Taranta. ", Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,Dial.,PER,26,31,"[4245,5] Taranta. Speroni ", ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,Ven.,LOC,36,40,"[4245,5] Taranta. Speroni Dial. ed. ", 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,Tarantola,PER,57,66,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - ",. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,Tarantella,PER,68,78,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. ",. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,Salvini,PER,80,87,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. ",. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,V.,PER,89,91,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. ", Diz. dell'Alberti. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,V.,PER,145,147,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. Tarantolato. ", gli spagn. ec.
p4245_5,Alberti,PER,102,109,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'",. Tarande - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,Tarande,PER,111,118,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. ", - tarantule. Tarantolato. V. gli spagn. ec.
p4245_5,tarantule,PER,121,130,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - ",. Tarantolato. V. gli spagn. ec.
p4245_5,Tarantolato,PER,132,143,"[4245,5] Taranta. Speroni Dial. ed. Ven. 1596. p. 135. - Tarantola. Tarantella. Salvini. V. Diz. dell'Alberti. Tarande - tarantule. ",. V. gli spagn. ec.
p4490_2,Borghesi,PER,591,599,"[4490,2] Il nostro favorare par dimostrato nel latino da favorabilis, {favorabiliter,} giusta il detto da me altrove pp. 3757. sgg. pp. 3825-26 della formazione in bilis {dai supini de' verbi.} E così, da simili prove d'ogni genere, {note generalmente o non note,} altre infinite voci. E certo, che infinite voci volgari, anche radici {ec.,} non superstiti nel latino noto, e che noi non sappiamo donde derivare, e cerchiamo forse nel settentrione ec., sieno pure e prette latine (latino scritto o solamente parlato, voglio dire non letterario), si conferma coll'osservazione d'ogni giorno. "," ha trovato nelle lapidi (e dee stare nella nuova edizione del Forcell.) la voce drudus i, (17. Aprile. Venerdì Santo. 1829.) la cui origine, non che essa medesima, nessuno avrebbe cercato nell'ant. latino (18. Apr.)."
p1487_1,Sulzer.,PER,337,344,"[1487,1] Quindi potremo spiegare un fenomeno intorno alla ricchezza delle lingue antiche, che non mi pare nè abbastanza osservato, nè dilucidato. Le lingue si accrescono col progresso delle cognizioni e dello spirito umano. Il numero delle parole di senso certo, dicono i filosofi, determina il numero delle idee chiare di una nazione. (",") Viceversa dunque potremmo dire delle idee chiare, le quali non sono quasi mai tali se non hanno la parola corrispondente. Ora ﻿ 1488 chi dubita che il numero delle nostre idee chiare non vinca d'assai quello delle antiche? che il nostro spirito non solo abbracci molto maggior estensione di cose, ma veda sempre più sottile e minuto, ed abbia acquistato un abito di precisione ed esattezza, senza paragone maggiore che gli antichi? E pure consideriamo le antiche lingue colte, e non ci troveremo, com'è naturale {la facoltà} di esprimere le cose {o gli accidenti} ch'essi non conoscevano, e le idee moderne ch'essi non avevano; {+o quelle parti delle loro stesse idee, ch'essi non discernevano, almeno chiaramente,} ma quanto a tutto ciò che gli antichi potevano aver da significare, o voler significare, quanto a tutte le idee che potevano cadere nel loro discorso, troveremo {generalmente parlando} nelle lingue antiche colte, una facoltà di esprimersi tanto maggiore che nelle moderne, una onnipotenza, {un'aggiustatezza,} una capacità di variar l'espressione secondo le minime varietà delle cose da esprimersi, {+e delle congiunture e circostanze del discorso,} che forse {e senza forse} non ha pari in veruna delle più colte lingue moderne: ed è perciò che le lingue antiche sono generalmente riconosciute superiori in ricchezza alle moderne."
p1052_3,Cic,PER,68,71,"[1052,3] Alla p. 988. Citavano ancora non rare volte i latini (come ",". nel libro de Senectute) passi anche lunghi di scrittori greci recati da essi in latino. Non così i greci viceversa, se non talvolta (e in tempi assai posteriori anche ai principii della Chiesa greca) qualche passo di Padri o scrittori ecclesiastici latini rivolto in greco; ma ben di rado, massime in proporzione delle molte autorità di padri greci ec. che recavano i latini, ﻿ 1053 voltandoli nel loro linguaggio. E generalmente l'uso de' padri ec. latini nella Chiesa e scrittori greci, fu sempre senza paragone minore di quello delle autorità greche nella Chiesa e Scrittori ecclesiastici latini, non ostante la riconosciuta supremazia della Chiesa Romana. (15. Maggio 1821.)."
p1052_3,Senectute,PER,86,95,"[1052,3] Alla p. 988. Citavano ancora non rare volte i latini (come Cic. nel libro de ",") passi anche lunghi di scrittori greci recati da essi in latino. Non così i greci viceversa, se non talvolta (e in tempi assai posteriori anche ai principii della Chiesa greca) qualche passo di Padri o scrittori ecclesiastici latini rivolto in greco; ma ben di rado, massime in proporzione delle molte autorità di padri greci ec. che recavano i latini, ﻿ 1053 voltandoli nel loro linguaggio. E generalmente l'uso de' padri ec. latini nella Chiesa e scrittori greci, fu sempre senza paragone minore di quello delle autorità greche nella Chiesa e Scrittori ecclesiastici latini, non ostante la riconosciuta supremazia della Chiesa Romana. (15. Maggio 1821.)."
p1052_3,Chiesa,ORG,259,265,"[1052,3] Alla p. 988. Citavano ancora non rare volte i latini (come Cic. nel libro de Senectute) passi anche lunghi di scrittori greci recati da essi in latino. Non così i greci viceversa, se non talvolta (e in tempi assai posteriori anche ai principii della "," greca) qualche passo di Padri o scrittori ecclesiastici latini rivolto in greco; ma ben di rado, massime in proporzione delle molte autorità di padri greci ec. che recavano i latini, ﻿ 1053 voltandoli nel loro linguaggio. E generalmente l'uso de' padri ec. latini nella Chiesa e scrittori greci, fu sempre senza paragone minore di quello delle autorità greche nella Chiesa e Scrittori ecclesiastici latini, non ostante la riconosciuta supremazia della Chiesa Romana. (15. Maggio 1821.)."
p1052_3,Chiesa,ORG,536,542,"[1052,3] Alla p. 988. Citavano ancora non rare volte i latini (come Cic. nel libro de Senectute) passi anche lunghi di scrittori greci recati da essi in latino. Non così i greci viceversa, se non talvolta (e in tempi assai posteriori anche ai principii della Chiesa greca) qualche passo di Padri o scrittori ecclesiastici latini rivolto in greco; ma ben di rado, massime in proporzione delle molte autorità di padri greci ec. che recavano i latini, ﻿ 1053 voltandoli nel loro linguaggio. E generalmente l'uso de' padri ec. latini nella "," e scrittori greci, fu sempre senza paragone minore di quello delle autorità greche nella Chiesa e Scrittori ecclesiastici latini, non ostante la riconosciuta supremazia della Chiesa Romana. (15. Maggio 1821.)."
p1052_3,Chiesa,ORG,632,638,"[1052,3] Alla p. 988. Citavano ancora non rare volte i latini (come Cic. nel libro de Senectute) passi anche lunghi di scrittori greci recati da essi in latino. Non così i greci viceversa, se non talvolta (e in tempi assai posteriori anche ai principii della Chiesa greca) qualche passo di Padri o scrittori ecclesiastici latini rivolto in greco; ma ben di rado, massime in proporzione delle molte autorità di padri greci ec. che recavano i latini, ﻿ 1053 voltandoli nel loro linguaggio. E generalmente l'uso de' padri ec. latini nella Chiesa e scrittori greci, fu sempre senza paragone minore di quello delle autorità greche nella "," e Scrittori ecclesiastici latini, non ostante la riconosciuta supremazia della Chiesa Romana. (15. Maggio 1821.)."
p1052_3,Chiesa,ORG,718,724,"[1052,3] Alla p. 988. Citavano ancora non rare volte i latini (come Cic. nel libro de Senectute) passi anche lunghi di scrittori greci recati da essi in latino. Non così i greci viceversa, se non talvolta (e in tempi assai posteriori anche ai principii della Chiesa greca) qualche passo di Padri o scrittori ecclesiastici latini rivolto in greco; ma ben di rado, massime in proporzione delle molte autorità di padri greci ec. che recavano i latini, ﻿ 1053 voltandoli nel loro linguaggio. E generalmente l'uso de' padri ec. latini nella Chiesa e scrittori greci, fu sempre senza paragone minore di quello delle autorità greche nella Chiesa e Scrittori ecclesiastici latini, non ostante la riconosciuta supremazia della ", Romana. (15. Maggio 1821.).
p1052_3,Padri,PER,290,295,"[1052,3] Alla p. 988. Citavano ancora non rare volte i latini (come Cic. nel libro de Senectute) passi anche lunghi di scrittori greci recati da essi in latino. Non così i greci viceversa, se non talvolta (e in tempi assai posteriori anche ai principii della Chiesa greca) qualche passo di "," o scrittori ecclesiastici latini rivolto in greco; ma ben di rado, massime in proporzione delle molte autorità di padri greci ec. che recavano i latini, ﻿ 1053 voltandoli nel loro linguaggio. E generalmente l'uso de' padri ec. latini nella Chiesa e scrittori greci, fu sempre senza paragone minore di quello delle autorità greche nella Chiesa e Scrittori ecclesiastici latini, non ostante la riconosciuta supremazia della Chiesa Romana. (15. Maggio 1821.)."
p4513_2,Forc.,LOC,23,28,"[4513,2] Canto as, nel ",", potrà somministrare esempi di uso continuativo."
p983_3,Paolino,PER,54,61,"[983,3] Un nostro missionario * (cioè italiano) il P. "," da S. Bartolomeo, mostrò l'affinità della lingua tedesca con una lingua indiana non solo, ma che da una lunga serie di secoli ha cessato di essere vernacola, con la samscrdamica * (cioè sascrita: così la nomina anche p. 208. samscrdamica) che è la madre di tutte le lingue delle Indie. * Bibliot. Ital. vol. 8. p. 206. (25. Aprile 1821.)."
p983_3,S. Bartolomeo,LOC,65,78,"[983,3] Un nostro missionario * (cioè italiano) il P. Paolino da ",", mostrò l'affinità della lingua tedesca con una lingua indiana non solo, ma che da una lunga serie di secoli ha cessato di essere vernacola, con la samscrdamica * (cioè sascrita: così la nomina anche p. 208. samscrdamica) che è la madre di tutte le lingue delle Indie. * Bibliot. Ital. vol. 8. p. 206. (25. Aprile 1821.)."
p983_3,Indie,LOC,341,346,"[983,3] Un nostro missionario * (cioè italiano) il P. Paolino da S. Bartolomeo, mostrò l'affinità della lingua tedesca con una lingua indiana non solo, ma che da una lunga serie di secoli ha cessato di essere vernacola, con la samscrdamica * (cioè sascrita: così la nomina anche p. 208. samscrdamica) che è la madre di tutte le lingue delle ",. * Bibliot. Ital. vol. 8. p. 206. (25. Aprile 1821.).
p4234_1,Maffei,PER,80,86,"[4234,1] ﻿ 4234 ᾽Eλέvη cambiata in Σελήνη nei primi secoli della nostra era. V. ", Arte magica annichilata lib. 3. cap. 5. §. 3 opp. ed. del Rubbi t. 2. p. 204.
p4234_1,Arte,PER,87,91,"[4234,1] ﻿ 4234 ᾽Eλέvη cambiata in Σελήνη nei primi secoli della nostra era. V. Maffei ", magica annichilata lib. 3. cap. 5. §. 3 opp. ed. del Rubbi t. 2. p. 204.
p4234_1,Rubbi,PER,145,150,"[4234,1] ﻿ 4234 ᾽Eλέvη cambiata in Σελήνη nei primi secoli della nostra era. V. Maffei Arte magica annichilata lib. 3. cap. 5. §. 3 opp. ed. del ", t. 2. p. 204.
p3761_3,V.,PER,35,37,"[3761,3] A quello che altrove {#1. "," p. 3071.} ho detto di dompter da domitare, aggiungi promtus e promptus, promsi e prompsi, ﻿ 3762 promtum e promptum, demsi e dempsi, demtum e demptum, temptare per tentare (v. Forcell. e il Cod. Cic. de republ. col Conspectus Orthograph. del Niebuhr), comsi e compsi, comptum e comtum, comptus e comtus, compte e comte, ec. ec. V. Forcell. I francesi scrivono anche domter domtable ec. e forse oggi più frequentemente. Il Richelet non ha che domter, l'Alberti che dompter. V. il Richelet in Compte, compter ec. che scrivevasi ancora, com'egli dice, comter, comte ec. {+Notisi peraltro che compter ec. viene da computare, sicchè il p vi è naturale e non ascitizio come in dompter ec. Infatti oggi i francesi, i quali scrivono Comte (da comes itis), comtat ec. scrivono sempre, ch'io sappia, compte da computus, compter ec.} (23. Ott. 1823.)"
p3761_3,V.,PER,366,368,"[3761,3] A quello che altrove {#1. V. p. 3071.} ho detto di dompter da domitare, aggiungi promtus e promptus, promsi e prompsi, ﻿ 3762 promtum e promptum, demsi e dempsi, demtum e demptum, temptare per tentare (v. Forcell. e il Cod. Cic. de republ. col Conspectus Orthograph. del Niebuhr), comsi e compsi, comptum e comtum, comptus e comtus, compte e comte, ec. ec. "," Forcell. I francesi scrivono anche domter domtable ec. e forse oggi più frequentemente. Il Richelet non ha che domter, l'Alberti che dompter. V. il Richelet in Compte, compter ec. che scrivevasi ancora, com'egli dice, comter, comte ec. {+Notisi peraltro che compter ec. viene da computare, sicchè il p vi è naturale e non ascitizio come in dompter ec. Infatti oggi i francesi, i quali scrivono Comte (da comes itis), comtat ec. scrivono sempre, ch'io sappia, compte da computus, compter ec.} (23. Ott. 1823.)"
p3761_3,V.,PER,511,513,"[3761,3] A quello che altrove {#1. V. p. 3071.} ho detto di dompter da domitare, aggiungi promtus e promptus, promsi e prompsi, ﻿ 3762 promtum e promptum, demsi e dempsi, demtum e demptum, temptare per tentare (v. Forcell. e il Cod. Cic. de republ. col Conspectus Orthograph. del Niebuhr), comsi e compsi, comptum e comtum, comptus e comtus, compte e comte, ec. ec. V. Forcell. I francesi scrivono anche domter domtable ec. e forse oggi più frequentemente. Il Richelet non ha che domter, l'Alberti che dompter. "," il Richelet in Compte, compter ec. che scrivevasi ancora, com'egli dice, comter, comte ec. {+Notisi peraltro che compter ec. viene da computare, sicchè il p vi è naturale e non ascitizio come in dompter ec. Infatti oggi i francesi, i quali scrivono Comte (da comes itis), comtat ec. scrivono sempre, ch'io sappia, compte da computus, compter ec.} (23. Ott. 1823.)"
p3761_3,Forcell.,PER,214,222,"[3761,3] A quello che altrove {#1. V. p. 3071.} ho detto di dompter da domitare, aggiungi promtus e promptus, promsi e prompsi, ﻿ 3762 promtum e promptum, demsi e dempsi, demtum e demptum, temptare per tentare (v. "," e il Cod. Cic. de republ. col Conspectus Orthograph. del Niebuhr), comsi e compsi, comptum e comtum, comptus e comtus, compte e comte, ec. ec. V. Forcell. I francesi scrivono anche domter domtable ec. e forse oggi più frequentemente. Il Richelet non ha che domter, l'Alberti che dompter. V. il Richelet in Compte, compter ec. che scrivevasi ancora, com'egli dice, comter, comte ec. {+Notisi peraltro che compter ec. viene da computare, sicchè il p vi è naturale e non ascitizio come in dompter ec. Infatti oggi i francesi, i quali scrivono Comte (da comes itis), comtat ec. scrivono sempre, ch'io sappia, compte da computus, compter ec.} (23. Ott. 1823.)"
p3761_3,Forcell.,PER,369,377,"[3761,3] A quello che altrove {#1. V. p. 3071.} ho detto di dompter da domitare, aggiungi promtus e promptus, promsi e prompsi, ﻿ 3762 promtum e promptum, demsi e dempsi, demtum e demptum, temptare per tentare (v. Forcell. e il Cod. Cic. de republ. col Conspectus Orthograph. del Niebuhr), comsi e compsi, comptum e comtum, comptus e comtus, compte e comte, ec. ec. V. "," I francesi scrivono anche domter domtable ec. e forse oggi più frequentemente. Il Richelet non ha che domter, l'Alberti che dompter. V. il Richelet in Compte, compter ec. che scrivevasi ancora, com'egli dice, comter, comte ec. {+Notisi peraltro che compter ec. viene da computare, sicchè il p vi è naturale e non ascitizio come in dompter ec. Infatti oggi i francesi, i quali scrivono Comte (da comes itis), comtat ec. scrivono sempre, ch'io sappia, compte da computus, compter ec.} (23. Ott. 1823.)"
p3761_3,Cic.,PER,233,237,"[3761,3] A quello che altrove {#1. V. p. 3071.} ho detto di dompter da domitare, aggiungi promtus e promptus, promsi e prompsi, ﻿ 3762 promtum e promptum, demsi e dempsi, demtum e demptum, temptare per tentare (v. Forcell. e il Cod. "," de republ. col Conspectus Orthograph. del Niebuhr), comsi e compsi, comptum e comtum, comptus e comtus, compte e comte, ec. ec. V. Forcell. I francesi scrivono anche domter domtable ec. e forse oggi più frequentemente. Il Richelet non ha che domter, l'Alberti che dompter. V. il Richelet in Compte, compter ec. che scrivevasi ancora, com'egli dice, comter, comte ec. {+Notisi peraltro che compter ec. viene da computare, sicchè il p vi è naturale e non ascitizio come in dompter ec. Infatti oggi i francesi, i quali scrivono Comte (da comes itis), comtat ec. scrivono sempre, ch'io sappia, compte da computus, compter ec.} (23. Ott. 1823.)"
