par_id,surface,start,end,wikidata,type,match,pattern
p4309_2,Dionigi D'Alic,0,14,Q26204,PER,partial,Dionigi di Alicarnasso
p4309_2,Dionigi,297,304,Q26204,PER,partial,Dionigi di Alicarnasso
p4216_1,Alfieri,411,418,Q296244,PER,partial,Vittorio Amedeo Alfieri
p4216_1,Demetrio,76,84,Q105747223,PER,partial,Demetrio Falereo (Pseudo)
p4216_1,Demetrio,1181,1189,Q105747223,PER,partial,Demetrio Falereo (Pseudo)
p4216_1,Demetrio,1475,1483,Q105747223,PER,partial,Demetrio Falereo (Pseudo)
p126_1,Arriano,6,13,Q31845,PER,exact,
p126_1,Arriano,640,647,Q31845,PER,exact,
p126_1,Senofonte,40,49,Q129772,PER,exact,
p126_1,Senofonte,351,360,Q129772,PER,exact,
p126_1,Senofonte,443,452,Q129772,PER,exact,
p126_1,Senofonte,511,520,Q129772,PER,exact,
p126_1,Senofonte,685,694,Q129772,PER,exact,
p126_1,Tucidide,306,314,Q41683,PER,exact,
p1140_1,Enea,256,260,Q82732,PER,exact,
p1140_1,Priamo,299,305,Q170473,PER,exact,
p1140_1,Virgilio,218,226,Q1398,PER,exact,
p1140_1,Virgilio,1048,1056,Q1398,PER,exact,
p1140_1,Virgilio,1215,1223,Q1398,PER,exact,
p1140_1,Virgilio,1500,1508,Q1398,PER,exact,
p1140_1,Virgilio,1928,1936,Q1398,PER,exact,
p2243_2,Donato,126,132,Q247137,PER,exact,
p2243_2,Enea,84,88,Q82732,PER,exact,
p2243_2,Virgilio,104,112,Q1398,PER,exact,
p2243_2,Virgilio,669,677,Q1398,PER,exact,
p4030_9,Erodoto,73,80,Q26825,PER,exact,
p4030_9,Luciano,47,54,Q177847,PER,partial,Luciano di Samosata
p4030_9,Scapula,117,124,Q3179685,PER,partial,Joannes Scapula
p3997_3,Simonide,555,563,Q273003,PER,exact,
p4167_9,Cicerone,10,18,Q1541,PER,exact,
p4167_9,Catone,43,49,Q180081,PER,partial,Marco Porcio Catone Censore
p57_1,Dante,662,667,Q1067,PER,exact,
p186_1,Montesquieu,26,37,Q15975,PER,exact,
p3169_1,Weller,35,41,Q111128,PER,partial,Jacob Weller
p472_1,Macedonia,426,435,Q83958,LOC,exact,
p4467_2,Erodoto,455,462,Q26825,PER,exact,
p4467_2,Senofonte,14,23,Q129772,PER,exact,
p4467_2,Senofonte,368,377,Q129772,PER,exact,
p4467_2,Leunclavio,467,477,Q96077,PER,levenshtein,Leunclavius
p4460_6,Dionisio d'Alicarnasso,14,36,Q26204,PER,exact,
p55_4,Esiodo,290,296,Q44233,PER,exact,
p55_4,Sanazzaro,205,214,Q510621,PER,levenshtein,Sannazaro
p1078_1,Frigia,1025,1031,Q32579,LOC,exact,
p1078_1,Enea,1036,1040,Q82732,PER,exact,
p2054_2,Virg,789,793,Q1398,PER,levenshtein,Virgilio
p3023_1,Venanzio Fortunato,22,40,Q44934,PER,exact,
p2674_2,Fir.,219,223,Q2044,LOC,exact,
p2674_2,Marcello Adriani,190,206,Q3845526,PER,partial,Marcello Adriani il giovane
p1579_1,Lavater,89,96,Q123918,PER,exact,
p86_1,Staël,8,13,Q123041,PER,partial,Anne Louise Germaine de Staël
p4356_2,Virgilio,512,520,Q1398,PER,exact,
p4232_2,Forcellini,16,26,Q550353,PER,partial,Egidio Forcellini
p2715_2,Boccaccio,131,140,Q1402,PER,exact,
p2715_2,Dante,271,276,Q1067,PER,exact,
p2715_2,Petrarca,89,97,Q1401,PER,exact,
p4166_5,Bologna,160,167,Q1891,LOC,exact,
p4166_5,Achillis,113,121,Q41746,PER,levenshtein,Achille
p4166_5,Diomedis,125,133,Q208256,PER,levenshtein,Diomede
p1098_1,Monti,52,57,Q723643,PER,partial,Vincenzo Monti
p4144_4,Epitteto,163,171,Q183144,PER,exact,
p4144_4,Senofonte,566,575,Q129772,PER,exact,
p4144_4,Teofrasto,278,287,Q160362,PER,exact,
p4144_4,Terenz,310,316,Q172048,PER,levenshtein,Terenzio
p4144_4,Visconti,362,370,Q691834,PER,partial,Ennio Quirino Visconti
p342_2,Omero,298,303,Q6691,PER,exact,
p109_1,Frontone,615,623,Q317055,PER,exact,
p109_1,Orazio,67,73,Q6197,PER,exact,
p3420_2,Floro,63,68,Q316483,PER,exact,
p3420_2,Platone,110,117,Q859,PER,exact,
p3420_2,Platone,676,683,Q859,PER,exact,
p1260_2,Alfieri,156,163,Q296244,PER,partial,Vittorio Amedeo Alfieri
p29_3,Alfieri,48,55,Q296244,PER,partial,Vittorio Amedeo Alfieri
p29_3,Paciaudi,15,23,Q3362645,PER,partial,Paolo Maria Paciaudi
p2631_1,Isocrate,388,396,Q221182,PER,exact,
p2631_1,Senofonte,397,406,Q129772,PER,exact,
p2631_1,Longino,295,302,Q436634,PER,partial,Cassio Dionisio Longino
p2631_1,Luciano,286,293,Q177847,PER,partial,Luciano di Samosata
p4426_1,Recanati,386,394,Q83362,LOC,exact,
p4426_1,Dante,21,26,Q1067,PER,exact,
p4426_1,Dante,200,205,Q1067,PER,exact,
p4426_1,Dante,262,267,Q1067,PER,exact,
p4426_1,Monti,49,54,Q723643,PER,partial,Vincenzo Monti
p4426_1,Rousseau,276,284,Q6527,PER,partial,Jean-Jacques Rousseau
p2879_2,Italia,327,333,Q38,LOC,exact,
p2879_2,Dionigi d'Alicarnasso,244,265,Q26204,PER,exact,
p2477_1,Cicerone,703,711,Q1541,PER,exact,
p2477_1,Blair,622,627,Q924515,PER,partial,Hugh Blair
p3298_6,Sveton,133,139,Q10133,PER,levenshtein,Suetonio
p205_1,Ossian,0,6,Q15837802,PER,exact,
p205_1,Cesarotti,72,81,Q919900,PER,partial,Melchiorre Cesarotti
p3577_1,spagna,606,612,Q29,LOC,exact,
p3577_1,spagna,751,757,Q29,LOC,exact,
p3577_1,Africa,775,781,Q15,LOC,exact,
p3577_1,de Pradt,734,742,Q202386,PER,partial,"Dominique-Georges-Frédéric Dufour de
                            Pradt"
p4124_3,S. Girolamo,85,96,Q44248,PER,partial,Eusebio Sofronio Girolamo
p4124_3,Menag,101,106,Q648856,PER,levenshtein,Menagio
p13_1,Marte,979,984,Q112,PER,exact,
p4165_16,Bologna,103,110,Q1891,LOC,exact,
p4165_16,Tertull,61,68,Q174929,PER,levenshtein,Tertulliano
p4015_2,Cervantes,80,89,Q5682,PER,exact,
p4015_2,Certatus,346,354,Q5682,PER,levenshtein,Cervantes
p28_3,Orazio,446,452,Q6197,PER,exact,
p28_3,Pindaro,411,418,Q134929,PER,exact,
p28_3,Chiabrera,252,261,Q2344301,PER,partial,Gabbriello Chiabrera
p28_3,Guidi,484,489,Q3610064,PER,partial,Alessandro Guidi
p28_3,Oraziani,180,188,Q6197,PER,levenshtein,Orazio
p28_3,Manfredi,56,64,Q3541151,PER,partial,Eustachio Manfredi
p28_3,Pindarici,145,154,Q134929,PER,levenshtein,Pindaro
p28_3,Zappi,70,75,Q3762412,PER,partial,Giambattista Felice Zappi
p4010_4,Ateneo,168,174,Q294923,PER,exact,
p1176_2,Genetlio,614,622,Q56743209,PER,exact,
p1176_2,Cancellieri,926,937,Q3612445,PER,partial,Francesco Girolamo Cancellieri
p1176_2,Chatterton,1293,1303,Q380509,PER,partial,Thomas Chatterton
p1176_2,Ermogene,404,412,Q738027,PER,partial,Ermogene di Tarso
p1176_2,Esichio Milesio,636,651,Q703544,PER,partial,Esichio di Mileto
p1176_2,Testimonio Pascal,305,322,Q1290,PER,partial,Blaise Pascal
p4227_6,Berlino,504,511,Q64,LOC,exact,
p4227_6,Algarotti,431,440,Q439081,PER,partial,Francesco Algarotti
p21_5,Roma,3155,3159,Q1747689,LOC,exact,
p21_5,Cicerone,2662,2670,Q1541,PER,exact,
p21_5,Cicerone,3405,3413,Q1541,PER,exact,
p21_5,Antonio,2968,2975,Q51673,PER,partial,Marco Antonio
p21_5,Antonio,3029,3036,Q51673,PER,partial,Marco Antonio
p21_5,Bruto,3893,3898,Q172248,PER,partial,Marco Giunio Bruto Cepione
p4103_5,Friburgo,62,70,Q2833,LOC,exact,
p3004_1,Claudiano,694,703,Q205947,PER,exact,
p3004_1,Seneca,145,151,Q2054,PER,exact,
p3004_1,Seneca,645,651,Q2054,PER,exact,
p4125_4,Antigono,10,18,Q554362,PER,partial,Antigono di Caristo
p4147_3,Teofrasto,85,94,Q160362,PER,exact,
p4147_3,Coray,133,138,Q319635,PER,partial,Adamance Coray
p324_5,Plutarco,654,662,Q41523,PER,exact,
p324_5,Teofrasto,36,45,Q160362,PER,exact,
p324_5,Teofrasto,596,605,Q160362,PER,exact,
p324_5,Massillon,571,580,Q1381729,PER,partial,Jean Baptiste Massillon
p1150_3,Plaut,940,945,Q47160,PER,levenshtein,Plauto
p4166_17,Luciano,40,47,Q177847,PER,partial,Luciano di Samosata
p1415_2,Bossuet,1178,1185,Q294100,PER,exact,
p1415_2,Fénélon,1159,1166,Q310002,PER,levenshtein,Fénelon
p2796_2,Castiglione,57,68,Q211133,PER,partial,Baldassarre Castiglione
p1312_2,Celso,741,746,Q312420,PER,exact,
p1312_2,Galileo,766,773,Q307,PER,exact,
p1312_2,Orazio,285,291,Q6197,PER,exact,
p4291_2,Platone,558,565,Q859,PER,exact,
p4291_2,Staël,8,13,Q123041,PER,partial,Anne Louise Germaine de Staël
p1324_1,Dante,877,882,Q1067,PER,exact,
p453_2,Milano,953,959,Q490,LOC,exact,
p453_2,Dionigi Alicarnasseo,900,920,Q26204,PER,levenshtein,Dionigi di Alicarnasso
p453_2,Paolo Emilio,730,742,Q298168,PER,partial,Lucio Emilio Paolo Macedonico
p3326_1,italia,653,659,Q38,LOC,exact,
p3326_1,Luigi,98,103,Q7742,PER,partial,Luigi XIV di Borbone
p1120_1,Festo,461,466,Q302723,PER,partial,Sesto Pompeo Festo
p3684_3,Forcellini,179,189,Q550353,PER,partial,Egidio Forcellini
p3595_1,Dante,293,298,Q1067,PER,exact,
p3595_1,Goffredo,1163,1171,Q76721,PER,exact,
p3595_1,Goffredo,2398,2406,Q76721,PER,exact,
p3595_1,Rinaldo,1174,1181,Q16596667,PER,exact,
p3595_1,Rinaldo,1810,1817,Q16596667,PER,exact,
p4126_6,Parigi,166,172,Q90,LOC,exact,
p4126_6,Giuseppe,649,657,Q128267,PER,exact,
p4126_6,Dupuis,158,164,Q650895,PER,partial,Charles-François Dupuis
p4140_1,S. Gio. Gualberto,80,97,Q707172,PER,partial,San Giovanni Gualberto
p3960_2,Cervantes,88,97,Q5682,PER,exact,
p501_1,Menagio,334,341,Q648856,PER,exact,
p501_1,Stobeo,308,314,Q444079,PER,exact,
p501_1,Crate Cinico,176,188,Q317947,PER,levenshtein,Cratete cinico
p501_1,Laerzio,199,206,Q59138,PER,partial,Diogene Laerzio
p4101_2,Luciano,20,27,Q177847,PER,partial,Luciano di Samosata
p1028_3,Venezia,138,145,Q641,LOC,exact,
p1028_3,Locke,88,93,Q9353,PER,partial,Giovanni Locke
p947_1,Pirrone,2205,2212,Q192313,PER,exact,
p981_1,Giovanni Archinto,992,1009,Q323369,PER,exact,
p981_1,Cicerone,271,279,Q1541,PER,exact,
p981_1,Plutarco,286,294,Q41523,PER,exact,
p981_1,Valerio Massimo,2288,2303,Q379991,PER,exact,
p981_1,Didimo Alessandrino,654,673,Q188232,PER,partial,Didimo di Alessandria
p981_1,Longino,228,235,Q436634,PER,partial,Cassio Dionisio Longino
p981_1,Mingarelli,628,638,Q21545244,PER,partial,Giovanni Luigi Mingarelli
p3896_1,Florent.,150,158,Q2044,LOC,exact,
p4306_1,D'Alembert,392,402,Q153232,PER,levenshtein,D'Alambert
p1790_1,S. Tommaso,215,225,Q9438,PER,partial,San Tommaso d'Aquino
p1790_1,Dutens,125,131,Q947504,PER,partial,Louis Dutens
p208_1,Thomas Essai,144,156,Q301210,PER,partial,Antoine Léonard Thomas
p520_1,Lucano,2580,2586,Q188646,PER,exact,
p520_1,Elvidio Prisco,2601,2615,Q1390986,PER,exact,
p520_1,Tacito,2571,2577,Q2161,PER,exact,
p520_1,Catone,2552,2558,Q193506,PER,partial,Marco Porcio Catone Uticense
p520_1,Trasea Peto,2588,2599,Q594441,PER,partial,Publio Clodio Trasea Peto
p724_3,Arici,628,633,Q1056693,PER,partial,Cesare Arici
p724_3,Monti,574,579,Q723643,PER,partial,Vincenzo Monti
p724_3,Monti,591,596,Q723643,PER,partial,Vincenzo Monti
p1447_3,Porfirio,398,406,Q203445,PER,exact,
p4237_4,Recanati,255,263,Q83362,LOC,exact,
p4237_4,Buommattei,199,209,Q3638052,PER,partial,Benedetto Buommattei
p4237_4,Lollio,186,192,Q44814629,PER,partial,Alberto Lollio
p4237_4,Salvini,216,223,Q349065,PER,partial,Antonio Maria Salvini
p3_2,Omero,151,156,Q6691,PER,exact,
p4301_3,Magalotti,185,194,Q590501,PER,partial,Lorenzo Magalotti
p983_3,Indie,333,338,Q668,LOC,exact,
p107_4,Arriano,47,54,Q31845,PER,exact,
p107_4,Teocrito,252,260,Q219484,PER,exact,
p107_4,Alessandro l.,64,77,Q8409,PER,partial,Alessandro il Conquistatore
p860_1,Celso,1573,1578,Q312420,PER,exact,
p860_1,Celso,2148,2153,Q312420,PER,exact,
p3106_1,Omero,53,58,Q6691,PER,exact,
p4190_8,Dio Chrysost,101,113,Q334457,PER,partial,Dio Cocceianus
p4101_5,Donato,73,79,Q247137,PER,exact,
p56_1,Rousseau,1780,1788,Q6527,PER,partial,Jean-Jacques Rousseau
p56_1,Verter,1944,1950,Q151883,PER,levenshtein,Werther
p3167_1,Omero,876,881,Q6691,PER,exact,
p4237_3,V. Dati,45,52,Q3659787,PER,partial,Carlo Roberto Dati
p2402_2,Dione Cassio,73,85,Q185223,PER,exact,
p3058_1,Ciampi,218,224,Q740094,PER,partial,Sebastiano Ciampi
p3797_1,America,1448,1455,Q828,LOC,exact,
p3797_1,America,2530,2537,Q828,LOC,exact,
p3797_1,Plinio,1773,1779,Q82778,PER,partial,Gaio Plinio Secondo
p4478_1,Erodoto,87,94,Q26825,PER,exact,
p4478_1,Erodoto,576,583,Q26825,PER,exact,
p4478_1,Omero,63,68,Q6691,PER,exact,
p4478_1,Policrate,555,564,Q294840,PER,exact,
p4382_1,Circe,803,808,Q187602,PER,exact,
p4382_1,Payne Knight,216,228,Q833886,PER,partial,Richard Payne Knight
